Identifier,Polymer EntityData,,,
Entry ID,Asym ID,Sequence Cluster  ID,Sequence Cluster Identity Threshold,
,,350,50
,,368,30
"7AXB","A",729,100
,,830,95
,,876,90
,,1089,70
,,1094,50
,,1110,30
"7B9N","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7AXK","A",729,100
,,830,95
,,876,90
,,1089,70
,,1094,50
,,1110,30
"7B9L","A",9329,100
,"B",8009,95
,,9216,90
,,647,70
,,644,50
,,321,30
"7B9I","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7B9J","A",2,100
,,3,95
,,4,90
,,7,70
,,4,50
,,7,30
"7B9H","A",2055,100
,"B",595,95
,,633,90
,,308,70
,,320,50
,,146,30
"7AW4","A",2405,100
,"B",1227,95
,,1269,90
,,1356,70
,,1226,50
,,5,30
"7B84","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7B7S","B",323,100
,"D",322,95
,,324,90
,,347,70
,,346,50
,,356,30
,"A",25,100
,"C",16,95
,,20,90
,,28,70
,,48,50
,,60,30
"7AVQ","A",1349,100
,,1467,95
,,1504,90
,,1540,70
,,1570,50
,,1568,30
"7B7R","A",9329,100
,"B",8009,95
,,9216,90
,,647,70
,,644,50
,,321,30
"7B80","A",13227,100
,,4310,95
,,4431,90
,,4256,70
,,1610,50
,,1631,30
,"B",34837,100
,,3315,95
,,3400,90
,,3364,70
,,3352,50
,,3309,30
"7AVM","A",103622,100
,,51908,95
,,52176,90
,,40769,70
,,53905,50
,,1907,30
"7B7N","B",33319,100
,,31868,95
,,32934,90
,,19988,70
,,24084,50
,,17097,30
,"A",101111,100
,,57833,95
,,72225,90
,,32355,70
,,42258,50
,,30632,30
,"C",101112,100
,,57834,95
,,72226,90
,,32356,70
,,42259,50
,,30633,30
"7B7Y","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7AVY","A",2405,100
,,1227,95
,,1269,90
,,1356,70
,,1226,50
,,5,30
"7B7W","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7B7X","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7B89","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7AW6","A",86614,100
,"B",58753,95
,,59549,90
,,41386,70
,,31809,50
,,1,30
"7B86","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7B87","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7AWD","A",162,100
,,133,95
,,137,90
,,158,70
,,88,50
,,109,30
"7B8D","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7B8E","A",242,100
,,296,95
,,314,90
,,340,70
,,86,50
,,67,30
"7B8B","A",65466,100
,"B",64142,95
,,38508,90
,,46803,70
,,40365,50
,,20724,30
"7B8C","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7AWC","A",162,100
,,133,95
,,137,90
,,158,70
,,88,50
,,109,30
"7B8A","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7B8L","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7B8M","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7B8J","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7B8K","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7AWH","A",802,100
,,498,95
,,511,90
,,548,70
,,86,50
,,67,30
"7B8H","A",303,100
,,187,95
,,192,90
,,152,70
,,177,50
,,86,30
"7AWI","A",802,100
,,498,95
,,511,90
,,548,70
,,86,50
,,67,30
"7B8I","A",303,100
,"B",187,95
,,192,90
,,152,70
,,177,50
,,86,30
"7B8F","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7AWG","A",802,100
,,498,95
,,511,90
,,548,70
,,86,50
,,67,30
"7B8G","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7B73","A",84624,100
,"B",45870,95
,"C",67709,90
,"D",44334,70
,,38816,50
,,5881,30
"7AV4","A",56580,100
,,5686,95
,,5546,90
,,5337,70
,,5107,50
,,2127,30
"7AV1","A",525,100
,,566,95
,,610,90
,,662,70
,,647,50
,,615,30
"7B6P","A",31229,100
,"B",2734,95
,,2814,90
,,2779,70
,,2697,50
,,2240,30
"7AV2","A",525,100
,,566,95
,,610,90
,,662,70
,,647,50
,,615,30
"7B6N","A",2476,100
,"B",2734,95
,,2814,90
,,2779,70
,,2697,50
,,2240,30
"7AV0","A",525,100
,,566,95
,,610,90
,,662,70
,,647,50
,,615,30
"7AUL","A",4133,100
,,3891,95
,,3998,90
,,3918,70
,,3900,50
,,3691,30
"7B6M","A",2476,100
,"B",2734,95
,,2814,90
,,2779,70
,,2697,50
,,2240,30
"7AUZ","A",525,100
,,566,95
,,610,90
,,662,70
,,647,50
,,615,30
"7AV9","A",1409,100
,,1675,95
,,381,90
,,1748,70
,,1754,50
,,1754,30
"7AUV","A",309,100
,,193,95
,,199,90
,,226,70
,,245,50
,,47,30
"7AUW","A",13940,100
,"C",11836,95
,,12305,90
,,13959,70
,,12883,50
,,10646,30
,"B",108583,100
,"D",21059,95
,,20839,90
,,19363,70
,,11873,50
,,9428,30
"7AV5","A",6409,100
,"B",4624,95
,,5106,90
,,4796,70
,,1709,50
,,675,30
"7B75","A",32553,100
,"B",31075,95
,,31028,90
,,13204,70
,,12974,50
,,11560,30
"2TIO","A",5,100
,,10,95
,,12,90
,,14,70
,,32,50
,,4,30
"7AVC","A",59773,100
,,74354,95
,,19372,90
,,10510,70
,,8926,50
,,9303,30
"7B7A","A",103043,100
,,71613,95
,,69407,90
,,46759,70
,,27805,50
,,20724,30
"7AVG","A",2,100
,,3,95
,,4,90
,,7,70
,,4,50
,,7,30
"7B7H","A",108344,100
,,4232,95
,,4608,90
,,4238,70
,,3774,50
,,2898,30
"7AVH","A",86239,100
,,58390,95
,,48884,90
,,39222,70
,,29515,50
,,35114,30
"7AVE","A",2,100
,,3,95
,,4,90
,,7,70
,,4,50
,,7,30
"7AVF","A",2,100
,,3,95
,,4,90
,,7,70
,,4,50
,,7,30
"7ATQ","A",6409,100
,"B",4624,95
,,5106,90
,,4796,70
,,1709,50
,,675,30
"7AU2","A",34031,100
,"B",26126,95
,,23872,90
,,28977,70
,,21939,50
,,20162,30
"7B62","A",8198,100
,,5441,95
,,17921,90
,,4492,70
,,4080,50
,,4011,30
"7ATR","A",91150,100
,,55867,95
,,70167,90
,,46288,70
,,47089,50
,,14543,30
,"B",91151,100
,,55868,95
,,70168,90
,,46289,70
,,47090,50
,,38865,30
"7ATO","A",573,100
,,680,95
,,739,90
,,838,70
,,834,50
,,582,30
"7AU1","A",573,100
,,680,95
,,739,90
,,838,70
,,834,50
,,582,30
"7ATM","A",573,100
,,680,95
,,739,90
,,838,70
,,834,50
,,582,30
"7ATL","A",57739,100
,,45055,95
,,63771,90
,,39193,70
,,14136,50
,,11781,30
"7ATW","A",573,100
,,680,95
,,739,90
,,838,70
,,834,50
,,582,30
"2THI","A",16177,100
,"B",18139,95
,,20633,90
,,19500,70
,,13551,50
,,15417,30
"7AU9","A",573,100
,,680,95
,,739,90
,,838,70
,,834,50
,,582,30
"7ATV","A",1695,100
,,1875,95
,,1963,90
,,152,70
,,177,50
,,86,30
"7B5V","A",29085,100
,"B",24386,95
,,28208,90
,,23826,70
,,11152,50
,,5761,30
"7AU7","A",55137,100
,,48165,95
,,64777,90
,,59288,70
,,20675,50
,,17119,30
"7B67","A",46606,100
,"B",4087,95
,,4172,90
,,3809,70
,,3887,50
,,3923,30
"7AU5","A",47,100
,"C",13,95
,,15,90
,,19,70
,,43,50
,,11,30
,"B",98,100
,"D",14,95
,,14,90
,,18,70
,,42,50
,,11,30
,"E",136,100
,,136,95
,,141,90
,,166,70
,,210,50
,,230,30
,"F",122,100
,,162,95
,,167,90
,,193,70
,,227,50
,,249,30
"7B6B","A",29085,100
,"B",24386,95
,,28208,90
,,23826,70
,,11152,50
,,5761,30
"7AUC","A",55972,100
,,28583,95
,,31736,90
,,20059,70
,,24348,50
,,16800,30
"7AUA","A",34031,100
,"B",26126,95
,,23872,90
,,28977,70
,,21939,50
,,20162,30
"7B6J","A",2476,100
,"B",2734,95
,,2814,90
,,2779,70
,,2697,50
,,2240,30
"7AUH","A",573,100
,,680,95
,,739,90
,,838,70
,,834,50
,,582,30
"7B6F","A",968,100
,,1209,95
,,1240,90
,,547,70
,,543,50
,,573,30
"7AUG","A",78797,100
,,1531,95
,,1589,90
,,1534,70
,,1383,50
,,1444,30
"7B4Q","A",74397,100
,"B",75321,95
,,58738,90
,,37768,70
,,43877,50
,,675,30
"7ASQ","A",654,100
,,666,95
,,618,90
,,878,70
,,786,50
,,809,30
"2TGP","A",5,100
,,10,95
,,12,90
,,14,70
,,32,50
,,4,30
,"B",695,100
,,435,95
,,380,90
,,332,70
,,328,50
,,286,30
"7B50","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7ASJ","A",3,100
,,2,95
,,3,90
,,6,70
,,5,50
,,9,30
"7AT9","A",1695,100
,,1875,95
,,1963,90
,,152,70
,,177,50
,,86,30
"7B4X","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7B59","A",1714,100
,,1404,95
,,1404,90
,,749,70
,,688,50
,,711,30
,"B",1093,100
,,1405,95
,,1405,90
,,1479,70
,,1466,50
,,1507,30
,"C",1715,100
,,1406,95
,,1406,90
,,1480,70
,,632,50
,,653,30
"7ASV","A",74421,100
,"B",3611,95
,,3584,90
,,3565,70
,,3576,50
,,3502,30
"7B4W","A",58635,100
,"B",56688,95
,,73824,90
,,264,70
,,278,50
,,296,30
,"C",7228,100
,"D",8683,95
,,8261,90
,,7693,70
,,7164,50
,,6728,30
"7B58","A",1714,100
,,1404,95
,,1404,90
,,749,70
,,688,50
,,711,30
,"C",1715,100
,,1406,95
,,1406,90
,,1480,70
,,632,50
,,653,30
,"B",1093,100
,,1405,95
,,1405,90
,,1479,70
,,1466,50
,,1507,30
"7AT5","A",303,100
,"B",187,95
,,192,90
,,152,70
,,177,50
,,86,30
"7B4T","A",7228,100
,,8683,95
,,8261,90
,,7693,70
,,7164,50
,,6728,30
,"B",62272,100
,,60726,95
,,46684,90
,,264,70
,,278,50
,,296,30
"7B53","A",2476,100
,"B",2734,95
,,2814,90
,,2779,70
,,2697,50
,,2240,30
"7B5A","A",1714,100
,,1404,95
,,1404,90
,,749,70
,,688,50
,,711,30
,"B",1093,100
,,1405,95
,,1405,90
,,1479,70
,,1466,50
,,1507,30
,"C",1715,100
,,1406,95
,,1406,90
,,1480,70
,,632,50
,,653,30
"7ASZ","A",62086,100
,"B",34557,95
,,22866,90
,,30013,70
,,19020,50
,,22292,30
"7ATI","A",23427,100
,"B",3392,95
,,3454,90
,,3503,70
,,3192,50
,,3099,30
"7B5J","A",13020,100
,"B",14012,95
,,13573,90
,,12793,70
,,12291,50
,,8909,30
"7ATF","A",6409,100
,"B",4624,95
,,5106,90
,,4796,70
,,1709,50
,,675,30
"7ATD","A",16818,100
,"B",4624,95
,,5106,90
,,4796,70
,,1709,50
,,675,30
"7B3O","A",121,100
,,120,95
,,93,90
,,76,70
,,101,50
,,116,30
,"C",108676,100
,,392,95
,,6,90
,,1,70
,,1,50
,,1,30
,"B",108675,100
,,11,95
,,1,90
,,2,70
,,1,50
,,1,30
"7B3P","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7ARP","A",45968,100
,"B",34557,95
,,22866,90
,,30013,70
,,19020,50
,,22292,30
"7B3M","A",9329,100
,"B",8009,95
,,9216,90
,,647,70
,,644,50
,,321,30
"7B3N","A",95003,100
,"B",65786,95
,"C",43697,90
,"D",55555,70
,"E",44651,50
,,36365,30
"7ARN","A",103752,100
,,61175,95
,,34213,90
,,1,70
,,1,50
,,1,30
,"B",103753,100
,,61176,95
,,34214,90
,,2,70
,,1,50
,,1,30
"7B3I","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7ARW","A",16640,100
,"B",3880,95
,,3556,90
,,3732,70
,,2225,50
,,2282,30
"7B48","A",8156,100
,"B",275,95
,"C",286,90
,"D",292,70
,,286,50
,,314,30
"7B3W","A",650,100
,,463,95
,,483,90
,,517,70
,,495,50
,,5,30
"7B3X","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7AS6","A",23763,100
,,32802,95
,,28215,90
,,20141,70
,,23188,50
,,10626,30
"7B3U","A",1029,100
,"B",623,95
,,664,90
,,745,70
,,743,50
,,212,30
"7B3S","A",1029,100
,"B",623,95
,,664,90
,,745,70
,,743,50
,,212,30
"7B44","A",650,100
,,463,95
,,483,90
,,517,70
,,495,50
,,5,30
"7B45","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7B3T","A",650,100
,,463,95
,,483,90
,,517,70
,,495,50
,,5,30
"7B3Q","A",650,100
,,463,95
,,483,90
,,517,70
,,495,50
,,5,30
"7ASD","A",33801,100
,"C",30948,95
,"E",32894,90
,"G",26260,70
,"I",21279,50
,"K",17078,30
,"M"
,"O"
,"B",33802,100
,"D",30949,95
,"F",32895,90
,"H",26261,70
,"J",21280,50
,"L",17079,30
,"N"
,"P"
"7B4B","A",16183,100
,"B",275,95
,"C",286,90
,"D",292,70
,,286,50
,,314,30
"7ASB","A",36743,100
,"B",3392,95
,,3454,90
,,3503,70
,,3192,50
,,3099,30
"7B4C","A",16183,100
,"B",275,95
,"C",286,90
,"D",292,70
,,286,50
,,314,30
"7B2N","A",44281,100
,"B",78565,95
,"C",52673,90
,"D",48160,70
,"E",623,50
,"F",559,30
,"G"
,"H"
"7AR0","A",9075,100
,,9422,95
,,11540,90
,,10483,70
,,9347,50
,,8470,30
,"B",90705,100
,,44455,95
,,48115,90
,,4,70
,,2,50
,,2,30
"7AQL","A",63130,100
,"B",77663,95
,"C",73311,90
,"D",4699,70
,,1,50
,,1,30
"7B2M","B",6011,100
,,7722,95
,,6836,90
,,7363,70
,,6226,50
,,6604,30
,"D",62069,100
,,76565,95
,,38824,90
,,4,70
,,2,50
,,2,30
,"A",3971,100
,,5027,95
,,4716,90
,,4891,70
,,4385,50
,,4596,30
,"C",4425,100
,,5028,95
,,4717,90
,,4892,70
,,4386,50
,,4597,30
"7B2H","A",2267,100
,"D",2590,95
,,2547,90
,,1931,70
,,1694,50
,,1630,30
,"B",2268,100
,"E",2591,95
,,2548,90
,,2446,70
,,1795,50
,,1629,30
,"C",2269,100
,"F",2592,95
,,2549,90
,,2579,70
,,1816,50
,,1728,30
"7AQH","A",55650,100
,"B",61426,95
,"C",68885,90
,"D",58401,70
,"E",6764,50
,"F",6374,30
,"G"
,"H"
"7B2I","A",7254,100
,,7806,95
,,8660,90
,,6843,70
,,6751,50
,,6401,30
,"B",7255,100
,,7807,95
,,8661,90
,,5094,70
,,5253,50
,,278,30
"7B2V","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7B37","A",267,100
,,310,95
,,325,90
,,346,70
,,350,50
,,368,30
"7AR7","A",8031,100
,,8027,95
,,7113,90
,,7050,70
,,6955,50
,,2427,30
,"B",97863,100
,,72366,95
,,55476,90
,,1891,70
,,1877,50
,,1905,30
,"C",7426,100
,,7761,95
,,6686,90
,,6351,70
,,6291,50
,,5811,30
,"D",12901,100
,,7760,95
,,6685,90
,,3399,70
,,3152,50
,,984,30
,"E",97864,100
,,72367,95
,,55477,90
,,49637,70
,,36509,50
,,32470,30
,"F",97865,100
,,72368,95
,,55478,90
,,421,70
,,407,50
,,429,30
,"G",7425,100
,,9278,95
,,7804,90
,,6350,70
,,419,50
,,443,30
,"H",12902,100
,,6867,95
,,7115,90
,,7052,70
,,7072,50
,,452,30
,"I",97866,100
,,72369,95
,,55479,90
,,1032,70
,,1050,50
,,1071,30
,"J",12903,100
,,6866,95
,,7114,90
,,7051,70
,,6956,50
,,5857,30
,"K",97867,100
,,72370,95
,,55480,90
,,49638,70
,,36510,50
,,32471,30
,"L",10197,100
,,8247,95
,,7986,90
,,8056,70
,,8059,50
,,371,30
,"M",12904,100
,,8248,95
,,7987,90
,,8057,70
,,8060,50
,,354,30
,"N",8030,100
,,6865,95
,,7112,90
,,7049,70
,,6954,50
,,5856,30
,"O",97868,100
,,72371,95
,,55481,90
,,49639,70
,,36511,50
,,32472,30
,"P",97869,100
,,72372,95
,,55482,90
,,49640,70
,,36512,50
,,32473,30
,"Q",97870,100
,,72373,95
,,55483,90
,,49641,70
,,36513,50
,,39850,30
,"R",7429,100
,,9281,95
,,7807,90
,,6353,70
,,6294,50
,,4639,30
,"S",97871,100
,,72374,95
,,55484,90
,,49642,70
,,5607,50
,,485,30
,"T",97872,100
,,72375,95
,,55485,90
,,49643,70
,,5607,50
,,485,30
,"U",97873,100
,,72376,95
,,55486,90
,,49644,70
,,36514,50
,,39851,30
,"V",7427,100
,,9279,95
,,7805,90
,,7426,70
,,6292,50
,,4638,30
,"W",8032,100
,,8029,95
,,8370,90
,,7053,70
,,7073,50
,,5858,30
,"X",97874,100
,,72377,95
,,55487,90
,,49645,70
,,36515,50
,,4491,30
,"Y",97875,100
,,72378,95
,,55488,90
,,49646,70
,,36516,50
,,39852,30
,"Z",97876,100
,,72379,95
,,55489,90
,,49647,70
,,36517,50
,,39853,30
,"AA",97877,100
,,72380,95
,,55490,90
,,49648,70
,,36518,50
,,39854,30
,"BA",7424,100
,,9277,95
,,7803,90
,,6349,70
,,6290,50
,,5810,30
,"CA",97878,100
,,72381,95
,,55491,90
,,49649,70
,,36519,50
,,39855,30
,"DA",7428,100
,,9280,95
,,7806,90
,,6352,70
,,6293,50
,,5812,30
,"EA",97879,100
,,72382,95
,,55492,90
,,49650,70
,,36520,50
,,39856,30
,"FA",97880,100
,,72383,95
,,55493,90
,,49651,70
,,36521,50
,,39857,30
,"GA",97881,100
,,72384,95
,,55494,90
,,49652,70
,,36522,50
,,39858,30
,"IA",97883,100
,,72386,95
,,55496,90
,,49654,70
,,36524,50
,,39860,30
,"JA",9399,100
,,11574,95
,,9384,90
,,8894,70
,,8792,50
,,7874,30
,"KA",9398,100
,,11573,95
,,9383,90
,,8893,70
,,8791,50
,,7873,30
,"LA",97884,100
,,72387,95
,,55497,90
,,49655,70
,,36525,50
,,39861,30
,"MA",97885,100
,,72388,95
,,55498,90
,,49656,70
,,36526,50
,,39862,30
,"NA",97886,100
,,72389,95
,,55499,90
,,49657,70
,,36527,50
,,39863,30
,"OA",97887,100
,,72390,95
,,55500,90
,,49658,70
,,36528,50
,,39864,30
,"PA"
,"QA",97888,100
,,72391,95
,,55501,90
,,49659,70
,,36529,50
,,39865,30
,"RA",97889,100
,,72392,95
,,55502,90
,,49660,70
,,36530,50
,,39866,30
,"SA",12905,100
,,12648,95
,,12065,90
,,4257,70
,,4230,50
,,4058,30
,"TA",97890,100
,,72393,95
,,55503,90
,,49661,70
,,36531,50
,,39867,30
,"HA",97882,100
,,72385,95
,,55495,90
,,49653,70
,,36523,50
,,39859,30
